customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,tech_support,online_security,num_products,senior_citizen,has_partner,has_dependents,churn
CUST02215,18,51.38,954.1,Month-to-month,Bank transfer,DSL,No,No,1,0,Yes,No,Yes
CUST02216,5,56.39,276.35,One year,Credit card,No,No internet service,No internet service,2,0,No,No,Yes
CUST02217,20,76.79,1599.47,Month-to-month,Bank transfer,DSL,No,Yes,3,1,Yes,No,No
CUST02218,66,71.65,4594.95,Two year,Electronic check,No,No internet service,No internet service,3,0,No,No,No
CUST02219,62,54.79,3519.66,Two year,Credit card,No,No internet service,No internet service,1,1,Yes,Yes,No
CUST02220,32,62.39,1910.36,One year,Electronic check,Fiber optic,No,Yes,1,0,Yes,No,Yes
CUST02221,58,71.94,4072.65,One year,Mailed check,Fiber optic,No,No,2,0,Yes,No,Yes
CUST02222,50,62.99,3298.51,One year,Electronic check,No,No internet service,No internet service,1,0,Yes,Yes,No
CUST02223,38,77.46,2864.36,One year,Electronic check,DSL,Yes,Yes,2,0,Yes,Yes,No
CUST02224,55,82.19,4354.56,Two year,Mailed check,No,No internet service,No internet service,3,0,Yes,No,No
CUST02225,28,63.67,1846.41,One year,Mailed check,No,No internet service,No internet service,2,0,Yes,No,No
CUST02226,22,133.47,2824.11,One year,Bank transfer,Fiber optic,No,Yes,1,0,Yes,No,No
CUST02227,43,105.38,4348.93,Two year,Credit card,Fiber optic,No,No,2,0,No,No,Yes
CUST02228,36,150.0,5304.65,Month-to-month,Electronic check,Fiber optic,Yes,No,3,0,No,Yes,No
CUST02229,52,97.85,5157.06,Two year,Electronic check,Fiber optic,Yes,No,2,0,Yes,No,No
CUST02230,36,87.95,3232.93,One year,Bank transfer,Fiber optic,Yes,No,2,0,No,No,Yes
CUST02231,28,62.69,1822.24,Two year,Bank transfer,Fiber optic,No,No,1,0,No,Yes,No
CUST02232,58,74.49,4338.1,One year,Credit card,DSL,Yes,Yes,1,0,Yes,No,No
CUST02233,36,58.96,2099.94,One year,Electronic check,Fiber optic,No,No,1,1,No,No,No
CUST02234,70,119.52,8248.29,Two year,Credit card,Fiber optic,Yes,Yes,2,1,Yes,No,No
CUST02235,9,38.98,362.99,Month-to-month,Mailed check,DSL,Yes,No,1,0,Yes,Yes,Yes
CUST02236,21,87.56,1879.91,Month-to-month,Bank transfer,DSL,Yes,Yes,2,0,Yes,No,No
CUST02237,64,106.1,7065.7,Two year,Electronic check,DSL,Yes,No,2,1,No,No,No
CUST02238,61,107.27,6847.11,One year,Mailed check,Fiber optic,Yes,No,2,0,No,No,No
CUST02239,40,85.3,3343.78,Two year,Electronic check,Fiber optic,Yes,No,1,0,Yes,No,No
CUST02240,56,150.0,8424.93,Two year,Electronic check,DSL,No,Yes,3,0,Yes,Yes,No
CUST02241,4,59.42,240.81,Month-to-month,Mailed check,No,No internet service,No internet service,2,1,No,No,No
CUST02242,31,28.09,841.52,One year,Credit card,No,No internet service,No internet service,1,0,Yes,No,No
CUST02243,27,96.06,2477.78,One year,Bank transfer,Fiber optic,Yes,No,1,0,Yes,Yes,No
CUST02244,58,56.8,3415.56,One year,Mailed check,DSL,No,No,2,1,No,No,No
CUST02245,25,80.13,2010.37,Month-to-month,Mailed check,Fiber optic,Yes,No,1,1,No,No,Yes
CUST02246,69,48.38,3361.85,Two year,Mailed check,Fiber optic,No,No,1,0,No,No,No
CUST02247,70,22.94,1614.62,Two year,Credit card,No,No internet service,No internet service,1,0,No,Yes,Yes
CUST02248,5,51.94,266.32,Month-to-month,Mailed check,Fiber optic,No,No,1,1,No,No,No
CUST02249,8,122.84,947.88,Month-to-month,Electronic check,Fiber optic,Yes,Yes,4,0,Yes,No,No
CUST02250,9,36.66,333.7,Month-to-month,Electronic check,No,No internet service,No internet service,2,0,Yes,No,No
CUST02251,15,43.75,654.25,Two year,Bank transfer,DSL,No,No,2,0,Yes,No,No
CUST02252,7,125.73,915.05,One year,Mailed check,DSL,Yes,No,3,1,No,No,Yes
CUST02253,72,111.65,8054.57,One year,Electronic check,Fiber optic,No,Yes,2,0,No,Yes,Yes
CUST02254,15,88.18,1381.29,Two year,Credit card,DSL,Yes,No,2,1,Yes,No,No
CUST02255,37,100.31,3657.01,Two year,Bank transfer,DSL,Yes,Yes,1,1,No,No,No
CUST02256,39,80.37,3280.77,Two year,Bank transfer,Fiber optic,No,Yes,2,0,Yes,No,No
CUST02257,6,83.57,520.23,Month-to-month,Electronic check,DSL,No,No,1,0,Yes,Yes,No
CUST02258,57,93.08,5350.27,One year,Mailed check,Fiber optic,No,No,2,0,Yes,No,No
CUST02259,19,35.49,664.45,Two year,Credit card,No,No internet service,No internet service,1,0,Yes,No,No
CUST02260,63,86.81,5401.17,One year,Credit card,Fiber optic,No,Yes,1,0,No,No,Yes
CUST02261,31,53.57,1705.97,Month-to-month,Electronic check,DSL,Yes,No,1,1,Yes,Yes,Yes
CUST02262,10,93.95,947.08,One year,Electronic check,DSL,No,Yes,1,0,No,Yes,No
CUST02263,67,91.13,6045.62,Two year,Mailed check,DSL,Yes,No,3,1,No,No,No
CUST02264,62,30.37,1908.56,Two year,Mailed check,DSL,Yes,No,1,0,Yes,Yes,No
CUST02265,3,79.08,242.77,Month-to-month,Bank transfer,DSL,Yes,Yes,3,0,No,No,No
CUST02266,18,75.38,1292.11,One year,Credit card,Fiber optic,No,No,2,0,Yes,Yes,No
CUST02267,25,137.42,3294.6,Two year,Mailed check,Fiber optic,No,Yes,2,0,Yes,No,No
CUST02268,20,147.38,2828.07,Month-to-month,Electronic check,Fiber optic,No,No,1,0,Yes,No,Yes
CUST02269,58,55.39,3126.5,Two year,Credit card,No,No internet service,No internet service,3,0,No,No,No
CUST02270,50,19.12,949.02,One year,Electronic check,No,No internet service,No internet service,1,0,Yes,No,No
CUST02271,10,99.06,1020.68,One year,Credit card,Fiber optic,No,Yes,2,0,Yes,No,No
CUST02272,21,107.3,2219.75,Month-to-month,Bank transfer,DSL,Yes,No,2,0,Yes,Yes,Yes
CUST02273,29,88.14,2432.72,One year,Credit card,Fiber optic,No,Yes,2,0,Yes,Yes,No
CUST02274,10,145.4,1451.58,One year,Electronic check,Fiber optic,Yes,Yes,1,0,No,No,No
CUST02275,13,86.39,1178.84,One year,Electronic check,DSL,No,Yes,2,1,Yes,No,No
CUST02276,47,117.73,5449.77,Two year,Mailed check,No,No internet service,No internet service,3,0,Yes,No,No
CUST02277,23,105.26,2532.65,Two year,Mailed check,Fiber optic,Yes,No,3,0,Yes,No,No
CUST02278,50,91.09,4372.93,Two year,Electronic check,DSL,No,Yes,3,0,Yes,No,Yes
CUST02279,4,52.07,201.47,Two year,Credit card,No,No internet service,No internet service,1,0,No,No,Yes
CUST02280,67,74.87,5128.72,Two year,Credit card,No,No internet service,No internet service,1,0,Yes,Yes,No
CUST02281,53,119.72,6345.93,One year,Bank transfer,Fiber optic,No,Yes,1,0,No,No,Yes
CUST02282,2,112.62,231.21,Month-to-month,Electronic check,Fiber optic,No,No,3,0,Yes,No,Yes
CUST02283,68,73.56,5183.93,One year,Bank transfer,Fiber optic,No,No,1,0,Yes,No,No
CUST02284,65,150.0,9507.31,One year,Bank transfer,Fiber optic,Yes,No,2,0,No,No,No
CUST02285,57,150.0,8706.32,Two year,Mailed check,DSL,Yes,Yes,3,0,Yes,No,No
CUST02286,70,103.27,7306.68,One year,Credit card,Fiber optic,No,No,2,0,No,No,No
CUST02287,7,62.99,456.87,Month-to-month,Electronic check,No,No internet service,No internet service,2,1,No,No,Yes
CUST02288,19,64.35,1214.1,Month-to-month,Electronic check,DSL,No,Yes,1,0,Yes,Yes,Yes
CUST02289,44,99.07,4163.74,Two year,Electronic check,No,No internet service,No internet service,2,0,Yes,Yes,No
CUST02290,63,64.52,4094.91,Two year,Bank transfer,No,No internet service,No internet service,3,0,No,No,No
CUST02291,65,71.65,4870.96,One year,Bank transfer,DSL,No,Yes,2,0,Yes,No,Yes
CUST02292,39,25.33,939.92,Two year,Electronic check,No,No internet service,No internet service,1,0,Yes,No,No
CUST02293,26,60.95,1543.54,Month-to-month,Electronic check,DSL,No,Yes,1,0,Yes,Yes,Yes
CUST02294,44,99.17,4283.22,Two year,Electronic check,Fiber optic,Yes,Yes,1,0,Yes,Yes,No
CUST02295,12,38.4,473.05,Month-to-month,Electronic check,No,No internet service,No internet service,2,0,No,No,No
CUST02296,22,52.74,1139.78,Month-to-month,Mailed check,DSL,No,Yes,1,0,Yes,No,No
CUST02297,14,117.64,1603.99,One year,Electronic check,Fiber optic,No,Yes,2,0,Yes,No,Yes
CUST02298,30,110.36,3359.98,Two year,Electronic check,No,No internet service,No internet service,2,0,No,No,No
CUST02299,44,108.21,4545.27,Two year,Credit card,Fiber optic,Yes,Yes,3,0,Yes,Yes,No
CUST02300,38,58.44,2147.57,Two year,Mailed check,DSL,No,Yes,1,0,Yes,No,No
CUST02301,59,101.49,5932.84,One year,Bank transfer,DSL,Yes,No,3,1,No,No,No
CUST02302,42,124.65,5159.7,One year,Electronic check,Fiber optic,Yes,No,2,0,Yes,Yes,No
CUST02303,52,69.62,3564.91,Month-to-month,Mailed check,No,No internet service,No internet service,1,0,No,No,No
CUST02304,63,106.83,6466.84,One year,Mailed check,No,No internet service,No internet service,4,0,No,Yes,No
CUST02305,61,122.88,7391.37,One year,Electronic check,Fiber optic,Yes,No,1,1,Yes,Yes,Yes
CUST02306,34,87.8,3074.16,Two year,Electronic check,Fiber optic,Yes,No,2,0,Yes,Yes,No
CUST02307,39,31.61,1222.17,Month-to-month,Credit card,DSL,No,No,1,0,Yes,Yes,No
CUST02308,41,67.27,2781.84,Two year,Credit card,DSL,No,No,2,0,Yes,No,Yes
CUST02309,37,129.46,4628.87,Two year,Electronic check,Fiber optic,Yes,Yes,2,0,No,No,No
CUST02310,65,79.93,4971.9,Two year,Electronic check,Fiber optic,No,No,1,0,No,No,No
CUST02311,32,150.0,4982.38,Two year,Credit card,Fiber optic,Yes,No,2,0,Yes,No,No
CUST02312,8,81.55,641.4,One year,Electronic check,No,No internet service,No internet service,2,1,No,Yes,No
CUST02313,18,121.72,2158.17,Two year,Bank transfer,Fiber optic,No,No,3,0,No,Yes,No
CUST02314,45,63.03,2943.48,Two year,Credit card,Fiber optic,No,No,1,0,No,No,Yes
CUST02315,33,47.68,1606.13,Two year,Credit card,DSL,Yes,No,1,1,Yes,No,No
CUST02316,5,72.81,373.38,One year,Mailed check,No,No internet service,No internet service,2,0,Yes,Yes,No
CUST02317,36,23.44,859.2,Month-to-month,Electronic check,No,No internet service,No internet service,1,0,Yes,No,No
CUST02318,23,33.27,735.04,One year,Electronic check,No,No internet service,No internet service,2,0,No,No,No
CUST02319,40,131.62,5505.93,Two year,Credit card,Fiber optic,No,Yes,1,0,Yes,No,No
CUST02320,5,109.54,570.11,Month-to-month,Credit card,Fiber optic,No,No,1,0,No,No,Yes
CUST02321,34,104.04,3444.05,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,3,1,Yes,Yes,No
CUST02322,24,114.43,2829.81,One year,Bank transfer,DSL,Yes,No,3,0,Yes,No,No
CUST02323,17,83.35,1404.11,Two year,Bank transfer,Fiber optic,No,No,2,0,Yes,Yes,No
CUST02324,71,67.5,4880.57,Month-to-month,Bank transfer,No,No internet service,No internet service,3,0,No,No,No
CUST02325,22,83.88,1783.65,Two year,Credit card,DSL,Yes,No,2,1,Yes,Yes,No
CUST02326,15,98.34,1480.79,One year,Bank transfer,DSL,No,No,2,1,No,No,Yes
CUST02327,15,98.9,1428.11,Two year,Mailed check,Fiber optic,Yes,No,4,1,Yes,Yes,No
CUST02328,25,79.86,2003.72,Two year,Electronic check,DSL,No,Yes,2,0,Yes,No,No
CUST02329,53,80.54,4159.17,Two year,Bank transfer,Fiber optic,No,No,2,0,Yes,No,Yes
CUST02330,21,150.0,3135.03,One year,Mailed check,Fiber optic,Yes,No,2,0,Yes,No,No
CUST02331,66,116.22,7799.36,One year,Electronic check,Fiber optic,Yes,No,3,0,Yes,No,No
CUST02332,32,32.11,1066.27,One year,Credit card,No,No internet service,No internet service,1,0,Yes,No,No
CUST02333,21,82.87,1682.02,Two year,Bank transfer,Fiber optic,Yes,Yes,1,0,Yes,No,No
CUST02334,68,52.45,3706.86,Two year,Credit card,No,No internet service,No internet service,1,0,Yes,No,No
CUST02335,44,56.14,2443.0,Two year,Electronic check,No,No internet service,No internet service,1,0,No,No,No
CUST02336,66,65.02,4438.85,One year,Bank transfer,No,No internet service,No internet service,1,0,No,No,Yes
CUST02337,14,62.78,880.02,One year,Electronic check,DSL,No,No,3,0,Yes,No,No
CUST02338,15,146.56,2278.03,One year,Credit card,DSL,No,No,2,0,No,No,Yes
CUST02339,20,53.52,1087.83,Month-to-month,Electronic check,DSL,No,No,1,0,No,No,Yes
CUST02340,34,98.55,3353.62,Month-to-month,Bank transfer,Fiber optic,No,Yes,3,0,Yes,No,Yes
CUST02341,36,59.7,2108.91,Month-to-month,Bank transfer,No,No internet service,No internet service,2,1,No,No,Yes
CUST02342,9,105.26,991.76,One year,Mailed check,Fiber optic,Yes,Yes,2,0,No,No,No
CUST02343,71,102.79,7517.69,One year,Credit card,No,No internet service,No internet service,1,0,Yes,Yes,No
CUST02344,30,133.22,3949.12,Month-to-month,Credit card,Fiber optic,No,Yes,3,0,Yes,No,No
CUST02345,63,103.57,6307.45,Two year,Electronic check,Fiber optic,Yes,Yes,1,1,No,No,No
CUST02346,35,19.21,691.14,One year,Electronic check,No,No internet service,No internet service,1,0,Yes,No,No
CUST02347,13,59.06,805.4,Month-to-month,Electronic check,Fiber optic,No,Yes,1,0,Yes,No,No
CUST02348,46,53.42,2403.01,One year,Electronic check,No,No internet service,No internet service,2,0,Yes,Yes,No
CUST02349,56,119.41,6965.05,One year,Credit card,DSL,Yes,No,2,0,Yes,No,No
CUST02350,9,59.62,516.48,Month-to-month,Credit card,No,No internet service,No internet service,1,0,No,No,Yes
CUST02351,36,67.03,2522.2,Month-to-month,Electronic check,Fiber optic,No,Yes,1,0,No,No,Yes
CUST02352,3,49.95,153.53,Month-to-month,Mailed check,No,No internet service,No internet service,2,1,No,Yes,No
CUST02353,19,75.37,1410.06,Month-to-month,Mailed check,DSL,No,Yes,2,0,Yes,No,No
CUST02354,28,134.45,3691.05,One year,Electronic check,Fiber optic,No,Yes,1,1,Yes,No,No
CUST02355,23,82.96,1935.45,Two year,Mailed check,No,No internet service,No internet service,3,0,Yes,Yes,No
CUST02356,7,67.02,473.53,Month-to-month,Electronic check,No,No internet service,No internet service,4,0,Yes,No,No
CUST02357,14,35.6,519.28,Two year,Mailed check,DSL,No,No,1,1,Yes,Yes,No
CUST02358,46,92.3,4358.84,Two year,Bank transfer,Fiber optic,No,Yes,2,0,No,No,No
CUST02359,15,77.32,1164.48,One year,Bank transfer,Fiber optic,No,Yes,1,0,No,Yes,No
CUST02360,67,81.92,5723.32,Two year,Electronic check,DSL,No,No,2,0,Yes,Yes,No
CUST02361,15,150.0,2270.86,Month-to-month,Credit card,Fiber optic,No,No,2,0,No,No,Yes
CUST02362,51,44.4,2343.58,Month-to-month,Bank transfer,DSL,No,No,1,0,Yes,Yes,No
CUST02363,8,90.02,744.71,Month-to-month,Credit card,Fiber optic,No,No,3,0,Yes,Yes,No
CUST02364,69,118.2,8497.69,Two year,Mailed check,Fiber optic,No,No,3,0,No,No,Yes
CUST02365,62,89.78,5325.67,Two year,Credit card,Fiber optic,No,No,1,0,Yes,No,Yes
CUST02366,51,63.08,3244.05,Two year,Credit card,Fiber optic,No,No,1,0,No,No,No
CUST02367,63,73.44,4612.1,One year,Mailed check,No,No internet service,No internet service,1,0,No,No,No
CUST02368,68,117.83,8004.86,Two year,Mailed check,DSL,Yes,No,2,0,Yes,No,No
CUST02369,16,127.61,2033.57,One year,Credit card,Fiber optic,No,Yes,3,0,No,No,No
CUST02370,24,66.52,1650.36,Two year,Bank transfer,DSL,No,No,2,0,Yes,Yes,No
CUST02371,6,116.33,685.31,One year,Credit card,Fiber optic,Yes,No,2,0,Yes,Yes,No
CUST02372,57,97.07,5512.38,Two year,Bank transfer,DSL,No,No,3,1,Yes,No,No
CUST02373,31,56.11,1687.35,Month-to-month,Bank transfer,DSL,No,No,2,0,Yes,No,No
CUST02374,6,88.23,516.24,One year,Electronic check,Fiber optic,No,Yes,2,0,No,No,Yes
CUST02375,29,78.83,2322.74,Month-to-month,Electronic check,Fiber optic,No,No,2,0,Yes,No,No
CUST02376,67,88.51,5703.01,One year,Credit card,No,No internet service,No internet service,3,0,No,No,No
CUST02377,3,77.93,226.49,Two year,Electronic check,Fiber optic,No,No,1,0,No,Yes,Yes
CUST02378,28,45.27,1271.11,Month-to-month,Electronic check,No,No internet service,No internet service,1,1,Yes,Yes,Yes
CUST02379,48,101.36,4643.31,Two year,Bank transfer,Fiber optic,Yes,No,1,0,No,No,Yes
CUST02380,10,100.06,963.27,Month-to-month,Bank transfer,DSL,No,Yes,3,1,Yes,No,No
CUST02381,33,105.53,3609.03,Two year,Electronic check,Fiber optic,No,No,2,1,Yes,No,Yes
CUST02382,67,69.56,4821.84,One year,Electronic check,Fiber optic,No,No,1,1,Yes,Yes,No
CUST02383,69,120.61,8195.41,One year,Mailed check,Fiber optic,Yes,No,4,1,Yes,No,No
CUST02384,12,101.11,1194.88,Month-to-month,Electronic check,Fiber optic,Yes,No,3,0,Yes,No,No
CUST02385,57,150.0,8923.22,Two year,Bank transfer,Fiber optic,No,No,4,0,No,Yes,No
CUST02386,44,95.59,4006.53,One year,Electronic check,Fiber optic,No,Yes,1,0,Yes,No,No
CUST02387,13,74.77,979.81,One year,Credit card,DSL,No,No,3,0,Yes,No,No
CUST02388,24,118.62,2874.61,Month-to-month,Credit card,DSL,No,Yes,1,0,No,No,Yes
CUST02389,44,64.42,2916.08,Month-to-month,Bank transfer,DSL,No,No,1,0,No,No,Yes
CUST02390,57,54.61,3253.39,Month-to-month,Electronic check,DSL,No,No,1,0,No,Yes,Yes
CUST02391,16,34.95,551.14,One year,Mailed check,No,No internet service,No internet service,2,0,Yes,No,No
CUST02392,21,35.37,738.15,Two year,Mailed check,DSL,Yes,No,1,0,No,Yes,Yes
CUST02393,51,92.51,4798.83,Two year,Electronic check,Fiber optic,No,Yes,2,0,No,No,No
CUST02394,21,122.68,2696.66,Month-to-month,Credit card,Fiber optic,No,No,3,0,No,No,Yes
CUST02395,60,43.67,2722.6,Two year,Mailed check,DSL,Yes,Yes,1,1,No,No,No
CUST02396,51,30.05,1558.15,Two year,Credit card,No,No internet service,No internet service,1,0,Yes,No,No
CUST02397,21,66.33,1442.62,Month-to-month,Electronic check,Fiber optic,Yes,Yes,1,0,Yes,No,No
CUST02398,6,85.81,493.5,Month-to-month,Electronic check,DSL,Yes,Yes,3,0,Yes,No,No
CUST02399,65,38.34,2461.48,Two year,Credit card,No,No internet service,No internet service,1,0,Yes,No,No
CUST02400,58,53.94,2976.19,One year,Mailed check,DSL,No,No,2,0,No,No,No
CUST02401,6,76.33,443.21,Month-to-month,Mailed check,DSL,No,Yes,1,0,Yes,No,No
CUST02402,65,128.25,8445.03,One year,Mailed check,No,No internet service,No internet service,3,0,No,No,No
CUST02403,34,59.18,2089.7,One year,Electronic check,Fiber optic,No,No,1,0,No,No,Yes
CUST02404,56,57.71,3274.67,Month-to-month,Bank transfer,DSL,No,No,2,0,Yes,No,Yes
CUST02405,3,55.16,168.2,Month-to-month,Electronic check,DSL,No,Yes,2,0,Yes,No,Yes
CUST02406,42,72.53,2925.57,One year,Mailed check,No,No internet service,No internet service,3,0,No,Yes,No
CUST02407,62,83.62,5269.91,Month-to-month,Mailed check,Fiber optic,No,No,1,0,No,Yes,Yes
CUST02408,6,74.07,442.39,Month-to-month,Credit card,DSL,No,No,2,0,Yes,Yes,Yes
CUST02409,6,69.63,424.11,Two year,Mailed check,Fiber optic,No,No,1,1,Yes,No,Yes
CUST02410,63,61.7,3819.53,Month-to-month,Electronic check,No,No internet service,No internet service,4,0,Yes,No,No
CUST02411,20,66.58,1342.45,One year,Mailed check,DSL,No,No,2,0,No,No,No
CUST02412,21,65.73,1369.85,One year,Electronic check,No,No internet service,No internet service,2,0,Yes,No,No
CUST02413,2,91.96,185.0,Month-to-month,Electronic check,Fiber optic,No,No,2,0,No,No,Yes
CUST02414,56,52.82,2853.53,Two year,Electronic check,Fiber optic,No,No,1,0,Yes,No,No
CUST02415,10,114.32,1131.29,Month-to-month,Mailed check,Fiber optic,No,Yes,1,0,Yes,Yes,No
CUST02416,70,75.81,5239.98,Two year,Electronic check,No,No internet service,No internet service,2,1,Yes,Yes,No
CUST02417,23,91.65,2157.78,One year,Mailed check,DSL,No,Yes,4,0,Yes,No,No
CUST02418,30,57.11,1748.66,Two year,Credit card,DSL,No,Yes,1,0,Yes,No,No
CUST02419,37,148.09,5703.36,Two year,Bank transfer,No,No internet service,No internet service,3,0,Yes,No,No
CUST02420,55,46.6,2596.85,Two year,Electronic check,Fiber optic,No,No,1,0,Yes,Yes,No
CUST02421,49,87.67,4216.16,Two year,Electronic check,Fiber optic,No,No,3,0,Yes,No,No
CUST02422,34,81.57,2851.93,Two year,Bank transfer,Fiber optic,No,No,1,0,Yes,Yes,No
CUST02423,44,97.17,4274.2,Two year,Credit card,Fiber optic,Yes,Yes,1,1,No,Yes,No
CUST02424,22,36.68,782.23,One year,Electronic check,No,No internet service,No internet service,2,0,Yes,Yes,No
CUST02425,31,119.36,3791.71,Two year,Credit card,No,No internet service,No internet service,2,0,Yes,Yes,No
CUST02426,7,98.53,664.37,One year,Mailed check,Fiber optic,No,Yes,2,1,No,No,Yes
CUST02427,21,115.44,2346.22,Two year,Mailed check,DSL,No,Yes,2,0,No,Yes,No
CUST02428,16,66.83,1096.95,One year,Credit card,Fiber optic,No,No,2,1,Yes,No,No
CUST02429,20,102.68,2109.08,Two year,Bank transfer,Fiber optic,No,Yes,1,0,No,No,No
CUST02430,43,88.16,3901.11,One year,Credit card,Fiber optic,Yes,Yes,1,1,No,Yes,Yes
CUST02431,44,70.93,3056.42,Two year,Mailed check,Fiber optic,Yes,No,1,0,No,Yes,No
CUST02432,47,119.59,5826.78,One year,Mailed check,DSL,No,Yes,2,1,Yes,No,No
CUST02433,19,75.96,1475.38,One year,Bank transfer,Fiber optic,No,No,2,1,No,Yes,No
CUST02434,48,150.0,7440.46,Two year,Electronic check,Fiber optic,Yes,No,2,0,Yes,No,No
CUST02435,69,47.13,3319.81,One year,Mailed check,No,No internet service,No internet service,2,1,No,No,No
CUST02436,11,150.0,1663.13,Month-to-month,Electronic check,Fiber optic,Yes,No,1,0,No,Yes,No
CUST02437,29,97.53,2717.89,One year,Electronic check,DSL,No,Yes,3,0,Yes,No,No
CUST02438,45,92.33,4242.49,One year,Mailed check,Fiber optic,No,No,1,0,No,Yes,No
CUST02439,68,46.15,3197.97,One year,Bank transfer,No,No internet service,No internet service,2,0,Yes,No,Yes
CUST02440,36,80.53,2844.72,One year,Credit card,Fiber optic,Yes,No,1,0,No,No,No
CUST02441,48,109.02,5356.36,One year,Mailed check,Fiber optic,No,No,2,0,Yes,Yes,No
CUST02442,15,104.42,1574.2,Two year,Bank transfer,Fiber optic,No,No,2,0,Yes,Yes,No
CUST02443,44,61.9,2739.78,Two year,Electronic check,DSL,No,No,2,1,Yes,No,No
CUST02444,67,54.12,3578.03,One year,Credit card,No,No internet service,No internet service,2,1,No,No,No
CUST02445,40,52.19,2007.6,One year,Mailed check,DSL,No,Yes,1,0,Yes,Yes,No
CUST02446,14,64.1,872.0,One year,Bank transfer,Fiber optic,No,Yes,1,0,Yes,No,No
CUST02447,63,79.29,5129.56,Two year,Bank transfer,DSL,Yes,No,2,0,Yes,No,No
CUST02448,51,108.16,5390.08,One year,Electronic check,DSL,No,No,3,0,No,No,Yes
CUST02449,58,55.12,3037.83,Month-to-month,Mailed check,Fiber optic,No,No,1,0,Yes,Yes,No
CUST02450,15,71.92,1132.42,One year,Credit card,Fiber optic,No,Yes,1,0,Yes,No,No
CUST02451,65,150.0,9467.92,Two year,Electronic check,Fiber optic,No,Yes,2,0,Yes,No,No
CUST02452,55,70.12,3916.53,One year,Bank transfer,Fiber optic,No,Yes,2,1,Yes,Yes,No
CUST02453,10,99.02,1032.47,Month-to-month,Credit card,Fiber optic,Yes,No,2,0,Yes,No,Yes
CUST02454,42,129.38,5488.14,Two year,Electronic check,Fiber optic,No,No,3,0,Yes,No,Yes
CUST02455,11,116.58,1320.73,Month-to-month,Credit card,Fiber optic,Yes,No,2,0,No,No,No
CUST02456,16,89.94,1507.59,One year,Credit card,Fiber optic,No,No,1,0,Yes,Yes,No
CUST02457,19,105.58,2078.31,One year,Bank transfer,Fiber optic,No,Yes,1,0,Yes,No,Yes
CUST02458,31,90.14,2810.52,Two year,Electronic check,Fiber optic,No,Yes,2,0,Yes,No,Yes
CUST02459,53,54.4,2843.9,Two year,Electronic check,No,No internet service,No internet service,2,0,No,No,No
CUST02460,8,92.79,741.02,One year,Electronic check,DSL,Yes,Yes,1,0,No,No,No
CUST02461,24,82.24,2041.23,One year,Credit card,No,No internet service,No internet service,4,1,No,No,Yes
CUST02462,8,47.52,393.59,One year,Credit card,DSL,No,No,1,1,Yes,No,No
CUST02463,48,114.85,5703.46,One year,Bank transfer,Fiber optic,No,No,2,0,Yes,Yes,No
CUST02464,30,76.95,2330.94,One year,Mailed check,DSL,Yes,No,1,0,Yes,No,No
CUST02465,58,98.08,5675.53,Two year,Electronic check,Fiber optic,No,No,3,0,Yes,No,No
CUST02466,55,150.0,8094.35,One year,Bank transfer,DSL,No,Yes,3,0,Yes,Yes,No
CUST02467,62,72.19,4253.5,Two year,Bank transfer,No,No internet service,No internet service,1,0,No,No,No
CUST02468,48,150.0,7390.43,One year,Credit card,No,No internet service,No internet service,3,0,No,No,No
CUST02469,4,120.86,472.66,One year,Bank transfer,Fiber optic,No,No,1,0,No,Yes,Yes
CUST02470,37,82.49,3000.15,One year,Credit card,Fiber optic,No,No,2,0,Yes,Yes,Yes
CUST02471,8,90.38,747.88,One year,Bank transfer,No,No internet service,No internet service,3,0,No,Yes,No
CUST02472,1,79.53,75.97,Month-to-month,Bank transfer,No,No internet service,No internet service,2,1,Yes,Yes,No
CUST02473,70,136.14,9937.31,One year,Mailed check,Fiber optic,No,Yes,3,1,Yes,No,No
CUST02474,47,136.52,6096.49,Two year,Credit card,Fiber optic,No,No,3,0,No,Yes,No
CUST02475,5,118.43,618.16,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,4,0,Yes,No,No
CUST02476,50,64.07,3189.01,One year,Mailed check,Fiber optic,No,Yes,1,1,Yes,No,No
CUST02477,24,73.85,1701.88,One year,Electronic check,Fiber optic,Yes,No,1,0,Yes,Yes,No
CUST02478,47,136.74,6538.71,Month-to-month,Electronic check,Fiber optic,No,Yes,2,1,No,No,Yes
CUST02479,18,93.25,1744.94,Two year,Mailed check,DSL,No,No,2,0,No,No,No
CUST02480,28,65.01,1809.01,Month-to-month,Electronic check,Fiber optic,No,No,2,1,Yes,No,Yes
CUST02481,5,71.57,364.7,Month-to-month,Electronic check,Fiber optic,No,Yes,1,0,No,Yes,Yes
CUST02482,30,105.0,3301.0,One year,Mailed check,No,No internet service,No internet service,3,1,Yes,Yes,No
CUST02483,1,64.45,62.78,Month-to-month,Electronic check,No,No internet service,No internet service,4,1,Yes,No,Yes
CUST02484,46,76.08,3611.83,One year,Credit card,Fiber optic,No,Yes,2,0,No,No,No
CUST02485,69,79.87,5398.18,Two year,Mailed check,Fiber optic,Yes,No,1,0,No,No,Yes
CUST02486,31,93.91,2889.77,One year,Mailed check,DSL,Yes,No,1,1,No,No,No
CUST02487,70,101.85,6973.91,Two year,Electronic check,Fiber optic,No,Yes,1,0,Yes,Yes,No
